Time (s),EOG (V)
0.0,1.7830548156052828
0.001,1.7637070239288732
0.002,1.7598374655935913
0.003,1.762417171150446
0.004,1.7353302628034726
0.005,1.7546780544798821
0.006,1.7520983489230275
0.007,1.7379099683603272
0.008,1.7391998211387545
0.009000000000000001,1.7533882017014548
0.01,1.749518643366173
0.011,1.7804751100484282
0.012,1.7637070239288732
0.013000000000000001,1.78434466838371
0.014,1.7985330489464104
0.015,1.7804751100484282
0.016,1.7895040794974193
0.017,1.7998229017248377
0.018000000000000002,1.792083785054274
0.019,1.7907939322758466
0.02,1.78434466838371
0.021,1.7688664350425825
0.022,1.7766055517131463
0.023,1.7443592322524637
0.024,1.749518643366173
0.025,1.7533882017014548
0.026000000000000002,1.7391998211387545
0.027,1.7430693794740364
0.028,1.7508084961446002
0.029,1.741779526695609
0.03,1.7688664350425825
0.031,1.7662867294857278
0.032,1.7740258461562917
0.033,1.8036924600601196
0.034,1.7791852572700009
0.035,1.804982312838547
0.036000000000000004,1.801112754503265
0.037,1.7959533433895558
0.038,1.7985330489464104
0.039,1.7972431961679831
0.04,1.7791852572700009
0.041,1.788214226718992
0.042,1.7533882017014548
0.043000000000000003,1.7559679072583094
0.044,1.762417171150446
0.045,1.7275911461329088
0.046,1.7379099683603272
0.047,1.749518643366173
0.048,1.7404896739171818
0.049,1.749518643366173
0.05,1.7546780544798821
0.051000000000000004,1.7649968767073005
0.052000000000000005,1.7895040794974193
0.053,1.7778954044915736
0.054,1.7985330489464104
0.055,1.8075620183954015
0.056,1.7972431961679831
0.057,1.7998229017248377
0.058,1.7972431961679831
0.059000000000000004,1.7907939322758466
0.06,1.792083785054274
0.061,1.7662867294857278
0.062,1.7649968767073005
0.063,1.7649968767073005
0.064,1.7353302628034726
0.065,1.7508084961446002
0.066,1.7508084961446002
0.067,1.7353302628034726
0.068,1.7443592322524637
0.069,1.7559679072583094
0.07,1.7572577600367367
0.07100000000000001,1.7869243739405647
0.07200000000000001,1.762417171150446
0.073,1.7895040794974193
0.074,1.8036924600601196
0.075,1.7856345211621374
0.076,1.801112754503265
0.077,1.801112754503265
0.078,1.7933736378327012
0.079,1.788214226718992
0.08,1.771446140599437
0.081,1.7740258461562917
0.082,1.7701562878210098
0.083,1.745649085030891
0.084,1.749518643366173
0.085,1.7508084961446002
0.08600000000000001,1.7430693794740364
0.08700000000000001,1.7391998211387545
0.088,1.749518643366173
0.089,1.749518643366173
0.09,1.7804751100484282
0.091,1.7637070239288732
0.092,1.7804751100484282
0.093,1.7972431961679831
0.094,1.78434466838371
0.095,1.8024026072816923
0.096,1.7985330489464104
0.097,1.801112754503265
0.098,1.8024026072816923
0.099,1.792083785054274
0.1,1.7701562878210098
0.101,1.788214226718992
0.10200000000000001,1.749518643366173
0.10300000000000001,1.7572577600367367
0.10400000000000001,1.758547612815164
0.105,1.7250114405760542
0.106,1.741779526695609
0.107,1.7533882017014548
0.108,1.7430693794740364
0.109,1.749518643366173
0.11,1.7675765822641551
0.111,1.7533882017014548
0.112,1.7856345211621374
0.113,1.7817649628268555
0.114,1.8036924600601196
0.115,1.8036924600601196
0.116,1.7998229017248377
0.117,1.7959533433895558
0.11800000000000001,1.7959533433895558
0.11900000000000001,1.7869243739405647
0.12,1.78434466838371
0.121,1.7379099683603272
0.122,1.7649968767073005
0.123,1.7598374655935913
0.124,1.7340404100250453
0.125,1.7443592322524637
0.126,1.7391998211387545
0.127,1.7404896739171818
0.128,1.741779526695609
0.129,1.7559679072583094
0.13,1.7598374655935913
0.131,1.7817649628268555
0.132,1.7649968767073005
0.133,1.7933736378327012
0.134,1.7985330489464104
0.135,1.7895040794974193
0.136,1.7946634906111285
0.137,1.7998229017248377
0.138,1.792083785054274
0.139,1.7895040794974193
0.14,1.7649968767073005
0.14100000000000001,1.7701562878210098
0.14200000000000002,1.7688664350425825
0.14300000000000002,1.7430693794740364
0.14400000000000002,1.749518643366173
0.145,1.7469389378093183
0.146,1.732750557246618
0.147,1.7404896739171818
0.148,1.7508084961446002
0.149,1.7508084961446002
0.15,1.7740258461562917
0.151,1.771446140599437
0.152,1.788214226718992
0.153,1.7985330489464104
0.154,1.7791852572700009
0.155,1.8101417239522561
0.156,1.8024026072816923
0.157,1.7972431961679831
0.158,1.7946634906111285
0.159,1.7830548156052828
0.16,1.7701562878210098
0.161,1.7701562878210098
0.162,1.7443592322524637
0.163,1.7520983489230275
0.164,1.7508084961446002
0.165,1.7314607044681907
0.166,1.7379099683603272
0.167,1.745649085030891
0.168,1.7469389378093183
0.169,1.7649968767073005
0.17,1.7559679072583094
0.171,1.7766055517131463
0.17200000000000001,1.7985330489464104
0.17300000000000001,1.7688664350425825
0.17400000000000002,1.8075620183954015
0.17500000000000002,1.8088518711738288
0.176,1.7959533433895558
0.177,1.7946634906111285
0.178,1.792083785054274
0.179,1.7830548156052828
0.18,1.78434466838371
0.181,1.7559679072583094
0.182,1.7546780544798821
0.183,1.7559679072583094
0.184,1.732750557246618
0.185,1.7353302628034726
0.186,1.7430693794740364
0.187,1.7379099683603272
0.188,1.7469389378093183
0.189,1.7430693794740364
0.19,1.775315698934719
0.191,1.7804751100484282
0.192,1.771446140599437
0.193,1.7933736378327012
0.194,1.7972431961679831
0.195,1.7972431961679831
0.196,1.7972431961679831
0.197,1.7972431961679831
0.198,1.7895040794974193
0.199,1.78434466838371
0.2,1.7662867294857278
0.201,1.7649968767073005
0.202,1.7611273183720186
0.203,1.732750557246618
0.20400000000000001,1.7508084961446002
0.20500000000000002,1.7520983489230275
0.20600000000000002,1.7379099683603272
0.20700000000000002,1.7404896739171818
0.20800000000000002,1.7520983489230275
0.209,1.758547612815164
0.21,1.7804751100484282
0.211,1.758547612815164
0.212,1.7895040794974193
0.213,1.801112754503265
0.214,1.78434466838371
0.215,1.7933736378327012
0.216,1.7998229017248377
0.217,1.792083785054274
0.218,1.7907939322758466
0.219,1.7778954044915736
0.22,1.7688664350425825
0.221,1.7688664350425825
0.222,1.7404896739171818
